1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: E10000007BE97941
Mission in Progress?  false
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 1800 second(s)
Mission Start Time:  Tue May 10 15:51:01 PDT 2022
Mission Sample Count:  8192
Roll Over Enabled?  false(no rollover occurred)
First Sample Timestamp:  Tue May 10 15:51:01 PDT 2022
Total Mission Samples:  8192
Total Device Samples:  29721
Temperature Logging:  0.5 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
5/21/22, 6:51:01 AM,C,-2.447
5/21/22, 7:21:01 AM,C,0.071
5/21/22, 7:51:01 AM,C,4.098
5/21/22, 8:21:01 AM,C,6.612
5/21/22, 8:51:01 AM,C,8.622
5/21/22, 9:21:01 AM,C,10.129
5/21/22, 9:51:01 AM,C,8.12
5/21/22, 10:21:01 AM,C,8.12
5/21/22, 10:51:01 AM,C,15.147
5/21/22, 11:21:01 AM,C,16.651
5/21/22, 11:51:01 AM,C,19.657
5/21/22, 12:21:01 PM,C,16.15
5/21/22, 12:51:01 PM,C,21.66
5/21/22, 1:21:01 PM,C,14.144
5/21/22, 1:51:01 PM,C,16.651
5/21/22, 2:21:01 PM,C,15.147
5/21/22, 2:51:01 PM,C,17.152
5/21/22, 3:21:01 PM,C,16.15
5/21/22, 3:51:01 PM,C,13.642
5/21/22, 4:21:01 PM,C,21.66
5/21/22, 4:51:01 PM,C,13.642
5/21/22, 5:21:01 PM,C,13.141
5/21/22, 5:51:01 PM,C,11.635
5/21/22, 6:21:01 PM,C,14.144
5/21/22, 6:51:01 PM,C,11.133
5/21/22, 7:21:01 PM,C,9.627
5/21/22, 7:51:01 PM,C,7.115
5/21/22, 8:21:01 PM,C,4.098
5/21/22, 8:51:01 PM,C,3.595
5/21/22, 9:21:01 PM,C,3.092
5/21/22, 9:51:01 PM,C,2.085
5/21/22, 10:21:01 PM,C,1.078
5/21/22, 10:51:01 PM,C,1.078
5/21/22, 11:21:01 PM,C,0.071
5/21/22, 11:51:01 PM,C,-0.432
5/22/22, 12:21:01 AM,C,-1.44
