,stream,reach,seq_order,channel_type,easting,northing,unit_length_m,wetted_width_m,max_depth_m,pool_crest_depth_bf_m,LWD_small,LWD_med,LWD_large,root_debris,riparian_shade,total_shade,fish_present,undercut_LB_m,undercut_RB_m,sand,gravel,cobble,boulder,bedrock,dominantSizeClass_LB,dominantSizeClass_RB,understoryVeg_NV_LB,understoryVeg_GF_LB,understoryVeg_SR_LB,understoryVeg_NV_RB,understoryVeg_GF_RB,understoryVeg_SR_RB,overstoryVeg_SB_LB,overstoryVeg_HW_LB,overstoryVeg_HQ_LB,overstoryVeg_WS_LB,overstoryVeg_SB_RB,overstoryVeg_HW_RB,overstoryVeg_HQ_RB,overstoryVeg_WS_RB
576,Mahogany Creek,MC1-013,1003,SSMC1,4599096,328012,3.2,0.82,0.2,0.27,0,0,0,0,16,16,N,1.5,0,75,25,0,0,0,GF,GF,15,80,5,5,87,8,0,0,0,0,0,0,0,0
577,Mahogany Creek,MC1-013,1004,FNRN4,4599099,328012,4.9,0.75,0.16,NA,0,0,0,0,13,13,Y,0,0,80,20,0,0,0,GF,GF,10,90,0,15,85,0,0,0,0,0,0,0,0,0
578,Mahogany Creek,MC1-013,1005,FTRF5,4599103,328012,4.7,0.79,0.11,NA,0,0,0,0,10,10,N,1.5,0.5,75,25,0,0,0,GF,GF,13,80,7,15,80,5,0,0,0,0,0,0,0,0
579,Mahogany Creek,MC1-013,1006,FNRN6,4599105,328016,10,0.62,0.2,NA,0,0,0,0,17,17,,0,0,85,15,0,0,0,GF,GF,20,80,0,15,85,0,0,0,0,0,0,0,0,0
580,Mahogany Creek,MC1-013,1007,FTRF7,4599110,328025,4.4,0.64,0.13,NA,0,0,0,0,17,17,,1.5,0,85,15,0,0,0,GF,GF,10,90,0,5,95,0,0,0,0,0,0,0,0,0
581,Mahogany Creek,MC1-013,1008,FNRN8,4599111,328028,4.1,0.62,0.14,NA,0,0,0,0,13,13,N,0,0,85,15,0,0,0,GF,GF,12,85,3,15,82,3,0,0,0,0,0,0,0,0
582,Mahogany Creek,MC1-013,1009,FTRF9,4599114,328028,2.2,0.6,0.09,NA,0,0,0,0,33,33,N,0,0.5,70,30,0,0,0,GF,GF,10,85,5,10,80,10,0,0,0,0,0,0,0,0
583,Mahogany Creek,MC1-013,1010,FNRN10,4599114,328030,14,0.83,0.2,NA,0,0,0,0,11,11,N,0,0,80,20,0,0,0,GF,GF,5,85,10,10,75,15,0,0,0,0,0,0,0,0
584,Mahogany Creek,MC1-013,1011,FTRF11,4599124,328057,3,0.48,0.12,NA,0,0,0,0,15,15,N,0,0,75,25,0,0,0,GF,GF,10,85,5,15,80,5,0,0,0,0,0,0,0,0
585,Mahogany Creek,MC1-013,1012,FNRN12,4599128,328042,7,0.7,0.12,NA,0,0,0,0,10,10,N,0,0,80,20,0,0,0,GF,GF,5,90,5,10,85,5,0,0,0,0,0,0,0,0
586,Mahogany Creek,MC1-013,1012,FNRN12,4599128,328042,7,0.7,0.12,NA,0,0,0,0,10,10,N,0,0,80,20,0,0,0,GF,GF,5,90,5,10,85,5,0,0,0,0,0,0,0,0
587,Mahogany Creek,MC1-013,1012,FNRN12,4599128,328042,7,0.7,0.12,NA,0,0,0,0,10,10,N,0,0,80,20,0,0,0,GF,GF,5,90,5,10,85,5,0,0,0,0,0,0,0,0
588,Mahogany Creek,MC1-013,1012,FNRN12,4599128,328042,7,0.7,0.12,NA,0,0,0,0,10,10,N,0,0,80,20,0,0,0,GF,GF,5,90,5,10,85,5,0,0,0,0,0,0,0,0
589,Mahogany Creek,MC1-013,1012,FNRN12,4599128,328042,7,0.7,0.12,NA,0,0,0,0,10,10,N,0,0,80,20,0,0,0,GF,GF,5,90,5,10,85,5,0,0,0,0,0,0,0,0
590,Mahogany Creek,MC1-013,1013,SSMC2,4599131,328047,2,0.93,0.18,0.28,0,0,0,0,5,5,N,0,0,90,10,0,0,0,GF,GF,13,72,15,13,72,15,0,0,0,0,0,0,0,0
591,Mahogany Creek,MC1-013,1014,FTRF13,4599131,328051,2.3,0.86,0.1,NA,0,0,0,0,11,11,N,0,0,75,25,0,0,0,GF,GF,10,85,5,10,80,10,0,0,0,0,0,0,0,0
592,Mahogany Creek,MC1-013,1014,FTRF13,4599131,328051,2.3,0.86,0.1,NA,0,0,0,0,11,11,N,0,0,75,25,0,0,0,GF,GF,10,85,5,10,80,10,0,0,0,0,0,0,0,0
593,Mahogany Creek,MC1-013,1015,FNRN14,4599130,328052,17,1,0.2,NA,0,0,0,0,3,3,N,0,0,85,15,0,0,0,GF,GF,5,90,5,0,90,10,0,0,0,0,0,0,0,0
594,Mahogany Creek,MC1-013,1016,FTRF15,4599128,328066,5.5,0.58,0.17,NA,0,0,0,0,8,8,N,0,0,70,30,0,0,0,GF,GF,8,80,12,5,90,5,0,0,0,0,0,0,0,0
595,Mahogany Creek,MC1-013,1017,SSLS3,4599128,328069,3.8,1.38,0.18,0.29,0,0,0,0,3,3,N,0,0,95,5,0,0,0,GF,GF,3,90,7,5,85,10,0,0,0,0,0,0,0,0
596,Mahogany Creek,MC1-013,1018,FNRN16,4599124,328073,16,0.76,0.24,NA,0,0,0,0,7,7,N,0,0,80,20,0,0,0,GF,GF,10,NA,NA,10,NA,NA,0,0,0,0,0,0,0,0
597,Mahogany Creek,MC1-013,1019,SSMC4,4599120,328081,2.15,1.17,0.23,0.32,0,0,0,0,4,4,N,0,0,85,15,0,0,0,GF,GF,5,80,15,10,80,10,0,0,0,0,0,0,0,0
598,Mahogany Creek,MC8-15-4,421,SSMC1,4597147,336823,1,0.82,0.11,0.02,0,0,0,0,91,91,N,0.68,0.2,70,20,10,0,0,SS,SS,65,35,0,50,50,0,0,0,70,1,0,0,50,5
599,Mahogany Creek,MC8-15-4,422,SSMC2,4597162,336824,1.25,0.89,0.09,0.02,0,0,0,1,87,87,N,1.25,0.3,70,20,10,0,0,SS,SS,65,35,0,50,50,0,0,0,70,0,0,0,50,5
600,Mahogany Creek,MC8-15-4,423,FTRP1,4597156,336824,19,1.22,0.06,NA,2,0,0,2,53,53,N,11,6,60,25,10,5,0,SS,SS,60,39,1,50,50,0,0,0,50,0,0,0,50,5
601,Mahogany Creek,MC8-15-4,424,SSLS3,4597145,336835,0.75,0.82,0.08,0.01,0,0,0,0,77,77,N,0.84,0,55,44,1,0,0,SS,SS,45,55,0,50,50,0,0,0,50,0,0,0,60,5
602,Mahogany Creek,MC8-15-4,425,FTRP2,4597139,336838,10,0.9,0.07,NA,0,0,0,2,73,73,N,1.5,2,60,28,10,2,0,SS,SS,50,50,0,40,60,0,0,0,50,0,0,0,60,0
603,Mahogany Creek,MC8-15-4,426,SSMC4,4597150,336846,0.8,0.65,0.06,0.31,0,0,0,0,62,62,N,0,0.8,80,17,3,0,0,SS,SS,65,35,0,40,60,0,0,0,60,0,0,0,50,0
604,Mahogany Creek,MC8-15-4,427,FTRP3,4597146,336857,1.6,1.3,0.06,NA,0,0,0,0,88,88,N,1.5,1.5,50,30,10,10,0,SS,SS,55,45,0,50,50,0,0,0,50,15,0,0,70,5
605,Mahogany Creek,MC8-15-4,428,FNRN4,4597137,336853,2.1,1,0.07,NA,0,0,0,1,84,84,N,0,2.1,70,20,4,1,0,SS,SS,65,35,0,60,40,0,0,0,70,10,0,0,80,10
606,Mahogany Creek,MC8-15-4,429,FTRP5,4597139,336852,3,1.28,0.06,NA,0,0,0,1,89,89,N,0,0,70,24,5,1,0,SS,SS,45,55,0,60,40,0,0,0,80,15,0,0,75,5
607,Mahogany Creek,MC8-15-4,430,SSMC5,4597136,336862,1.4,2.3,0.07,0.28,0,0,0,1,94,94,N,1.2,0.5,80,15,5,0,0,SS,SS,55,45,0,60,40,0,0,0,85,10,0,0,18,5
608,Mahogany Creek,MC8-15-4,431,FTRF6,4597140,336859,4.1,2.1,0.04,NA,0,1,0,4,83,83,N,0,4,60,25,10,5,0,SS,SS,60,40,0,75,25,0,0,0,90,0,0,0,85,5
609,Mahogany Creek,MC8-15-4,432,SSMC6,4597138,336865,1.9,1.5,0.1,0.27,0,0,0,1,86,86,N,0,0.9,85,10,5,0,0,SS,SS,50,50,0,60,40,0,0,0,50,10,0,0,70,5
610,Mahogany Creek,MC8-15-4,433,SSMC7,4597144,336868,1.2,1.3,0.14,0.26,0,0,0,1,90,90,N,0.9,0,90,5,5,0,0,SS,SS,35,65,0,55,45,0,0,0,70,5,0,0,60,0
611,Mahogany Creek,MC8-15-4,434,FTRP7,4597134,336855,3.1,1.2,0.05,NA,0,0,0,1,94,94,N,0,0,60,32,7,1,0,SS,SS,55,45,0,60,40,0,0,0,80,5,0,0,70,0
612,Mahogany Creek,MC8-15-4,435,FTRP8,4597139,336862,6,NA,NA,NA,0,0,0,1,87,87,N,4,0,NA,NA,NA,NA,0,SS,SS,40,60,0,50,50,0,0,0,78,5,0,0,70,0
613,Mahogany Creek,MC8-15-4,436,FTRP9,4597145,336870,2.9,0.8,0.06,NA,0,0,0,1,80,80,N,0,0,55,40,4,1,0,SS,SS,60,40,0,65,35,0,0,0,70,5,0,0,50,0
614,Mahogany Creek,MC8-15-4,436,FTRP9,4597145,336870,2.9,0.8,0.06,NA,0,0,0,1,80,80,N,0,0,55,40,4,1,0,SS,SS,60,40,0,65,35,0,0,0,70,5,0,0,50,0
615,Mahogany Creek,MC8-15-4,437,SSMC8,4597138,336875,1.4,0.7,0.1,0.25,0,0,0,0,90,90,N,0,0.5,70,20,10,0,0,SS,SS,45,55,0,60,40,0,0,0,50,0,0,0,40,10
616,Mahogany Creek,MC8-15-4,438,FTRP10,4597138,336877,5,0.55,0.06,NA,0,0,0,0,90,90,N,0.5,0,50,35,10,5,0,SS,SS,60,40,0,35,65,0,0,0,80,5,0,0,60,15
617,Mahogany Creek,MC8-15-4,439,SSLS9,4597159,336890,1.5,1,0.14,0.24,0,0,0,0,91,91,N,1,0,85,10,4,1,0,SS,SS,50,50,0,60,40,0,0,0,85,5,0,0,80,10
618,Mahogany Creek,MC8-15-4,440,SSMC10,4597144,336883,2.3,1,0.12,0.25,0,0,0,0,100,100,N,0.75,0,70,20,3,2,0,SS,SS,70,30,0,60,40,0,0,0,75,5,0,0,80,5
